YEAR,MONTH,FISHING_GROUND_CODE,FLEET,FISHERY,GEAR,SPECIES,FISHING_DAYS,CATCH
2023,1,5102073,Maldives,Baitboat,Baitboat (offshore),Dogtooth tuna,164.0,0.010864803791
2023,1,5102073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,164.0,0.265411635465321
2023,1,5103074,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,72.0,0.0820447897701572
2023,1,5104073,Maldives,Line | Handline,Handline,Common dolphinfish,41.0,0.017461291806929
2023,1,5104074,Maldives,Baitboat,Baitboat,Common dolphinfish,98.0,0.0077605741364129
2023,1,5104074,Maldives,Line | Handline,Handline (offshore),Common dolphinfish,100.0,0.116408612046193
2023,1,5106073,Maldives,Baitboat,Baitboat,Common dolphinfish,28.0,0.647231882976836
2023,1,5106073,Maldives,Baitboat,Baitboat,Rainbow runner,28.0,0.0509093663348686
2023,1,5107074,Maldives,Baitboat,Baitboat,Common dolphinfish,3.0,0.242129913056083
2023,1,5107074,Maldives,Baitboat,Baitboat,Rainbow runner,3.0,0.0358538525102276
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,21050.0,444.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Whitecheek shark,21050.0,9.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Spottail shark,21050.0,18.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Silky shark,21050.0,46.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Oceanic whitetip shark,21050.0,4.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Milk shark,21050.0,63.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Shortfin mako,21050.0,3.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Great hammerhead,21050.0,1.0
2023,1,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Scalloped hammerhead,21050.0,1.0
2023,1,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,5562.0,38.0
2023,1,6120055,I. R. Iran,Gillnet,Gillnet,Milk shark,5562.0,1.0
2023,1,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,26011.0,383.0
2023,1,6120060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,26011.0,1.0
2023,1,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,26011.0,3.0
2023,1,6120060,I. R. Iran,Gillnet,Gillnet,Silky shark,26011.0,4.0
2023,1,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,26011.0,7.0
2023,1,6120060,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,6328.0,1.0
2023,1,6120060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,6328.0,2.0
2023,1,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,6328.0,4.0
2023,1,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,465.0,1.0
2023,1,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,211.0,1.0
2023,1,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,21384.0,4.0
2023,1,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,21384.0,2.0
2023,1,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,21384.0,3.0
2023,1,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,21384.0,7.0
2023,1,6125050,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,5418.0,1.0
2023,1,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,5418.0,3.0
2023,1,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,5418.0,7.0
2023,1,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,13635.0,74.0
2023,1,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,13635.0,4.0
2023,1,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,13635.0,7.0
2023,1,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,13635.0,18.0
2023,1,6125055,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,4444.0,4.0
2023,1,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,4444.0,6.0
2023,1,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,4444.0,18.0
2023,1,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,3195.0,39.0
2023,1,6125060,I. R. Iran,Gillnet,Gillnet,Spottail shark,3195.0,1.0
2023,1,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,3195.0,2.0
2023,1,6125060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,1252.0,1.0
2023,1,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,1252.0,2.0
2023,1,6205040,Comoros,Line | Coastal longline,Coastal longline,Silky shark,19400.0,0.04212
2023,1,6205040,Comoros,Line | Handline,Handline,Blue shark,19180.9354847378,0.33314
2023,1,6205040,Comoros,Line | Trolling,Troll line,Blue shark,50050.6368455716,1.49162
2023,1,6205040,Comoros,Line | Trolling,Troll line,Silky shark,50050.6368455716,0.11461
2023,1,5120089,Bangladesh,Gillnet,Gillnet,Indian mackerel,935496.0,0.09
2023,1,5120089,Bangladesh,Line | Coastal longline,Coastal longline,Indian mackerel,4180.0,0.025
2023,1,5120089,Bangladesh,Other,Set bagnet,Indian mackerel,101650.0,0.008
2023,1,5120090,Bangladesh,Gillnet,Gillnet,Indian mackerel,965340.0,0.08
2023,1,5120090,Bangladesh,Line | Coastal longline,Coastal longline,Indian mackerel,3145.0,0.023
2023,1,5120090,Bangladesh,Other,Set bagnet,Indian mackerel,110143.0,0.012
2023,1,5120091,Bangladesh,Gillnet,Gillnet,Indian mackerel,971960.0,0.088
2023,1,5120091,Bangladesh,Line | Coastal longline,Coastal longline,Indian mackerel,3240.0,0.02
2023,1,5120091,Bangladesh,Other,Set bagnet,Indian mackerel,115380.0,0.011
2023,1,5120092,Bangladesh,Gillnet,Gillnet,Indian mackerel,976800.0,0.085
2023,1,5120092,Bangladesh,Line | Coastal longline,Coastal longline,Indian mackerel,3072.0,0.015
2023,1,5120092,Bangladesh,Other,Set bagnet,Indian mackerel,105560.0,0.009
2023,1,5122091,Bangladesh,Gillnet,Gillnet,Indian mackerel,995600.0,0.097
2023,1,5122091,Bangladesh,Line | Coastal longline,Coastal longline,Indian mackerel,3760.0,0.017
2023,1,5122091,Bangladesh,Other,Set bagnet,Indian mackerel,108595.0,0.01
2023,1,6120090,Bangladesh,Other,Trawl,Indian mackerel,35282.0,4.26
2023,2,5101074,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,85.0,0.0108648037909781
2023,2,5102074,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,76.0,0.0062084593091303
2023,2,5103074,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,7.0,0.018625377927391
2023,2,5103074,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,7.0,0.0068293052400433
2023,2,5104074,Maldives,Line | Handline,Handline,Dogtooth tuna,57.0,0.27006797995
2023,2,5104074,Maldives,Line | Handline,Handline,Rainbow runner,57.0,0.0614637471603902
2023,2,5106073,Maldives,Baitboat,Baitboat,Common dolphinfish,38.0,0.923508322233135
2023,2,5106073,Maldives,Baitboat,Baitboat,Rainbow runner,38.0,0.565590643061772
2023,2,5107073,Maldives,Baitboat,Baitboat,Common dolphinfish,2.0,0.0465634448184774
2023,2,5107073,Maldives,Baitboat,Baitboat,Rainbow runner,2.0,0.0068293052400433
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,26645.0,344.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Whitecheek shark,26645.0,13.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Spottail shark,26645.0,25.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Silky shark,26645.0,64.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Oceanic whitetip shark,26645.0,5.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Milk shark,26645.0,87.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Shortfin mako,26645.0,4.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Great hammerhead,26645.0,1.0
2023,2,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Scalloped hammerhead,26645.0,1.0
2023,2,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,6897.0,22.0
2023,2,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,24485.0,234.0
2023,2,6120060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,24485.0,1.0
2023,2,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,24485.0,2.0
2023,2,6120060,I. R. Iran,Gillnet,Gillnet,Silky shark,24485.0,6.0
2023,2,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,24485.0,4.0
2023,2,6120060,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,8394.0,1.0
2023,2,6120060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,8394.0,2.0
2023,2,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,8394.0,3.0
2023,2,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,432.0,1.0
2023,2,6125045,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,260.0,1.0
2023,2,6125045,I. R. Iran,Line | Trolling,Troll line,Spottail shark,260.0,2.0
2023,2,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,260.0,3.0
2023,2,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,23680.0,2.0
2023,2,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,23680.0,1.0
2023,2,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,23680.0,2.0
2023,2,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,23680.0,4.0
2023,2,6125050,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,5263.0,2.0
2023,2,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,5263.0,3.0
2023,2,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,5263.0,5.0
2023,2,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,16256.0,46.0
2023,2,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,16256.0,3.0
2023,2,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,16256.0,6.0
2023,2,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,16256.0,8.0
2023,2,6125055,I. R. Iran,Line | Trolling,Troll line,Whitecheek shark,5303.0,4.0
2023,2,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,5303.0,7.0
2023,2,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,5303.0,12.0
2023,2,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,3892.0,24.0
2023,2,6125060,I. R. Iran,Gillnet,Gillnet,Spottail shark,3892.0,1.0
2023,2,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,3892.0,1.0
2023,2,6125060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,1616.0,1.0
2023,2,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,1616.0,2.0
2023,2,6205040,Comoros,Line | Coastal longline,Coastal longline,Silky shark,48700.0,0.17357
2023,2,6205040,Comoros,Line | Handline,Handline,Blue shark,26601.3558179182,0.25724
2023,2,6205040,Comoros,Line | Trolling,Troll line,Blue shark,60702.2279315896,0.34078
2023,2,6205040,Comoros,Line | Trolling,Troll line,Silky shark,60702.2279315896,0.83034
2023,2,6205040,Comoros,Line | Trolling,Troll line,Oceanic whitetip shark,60702.2279315896,0.66657
2023,3,5101073,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,94.0,0.0170732631001084
2023,3,5101073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,94.0,0.0077605741364129
2023,3,5104073,Maldives,Line | Handline,Handline (offshore),Common dolphinfish,180.0,0.102346451711013
2023,3,5104074,Maldives,Baitboat,Baitboat,Common dolphinfish,65.0,0.362574023653211
2023,3,5105073,Maldives,Line | Handline,Handline (offshore),Common dolphinfish,34.0,0.0279380668910864
2023,3,5105073,Maldives,Line | Handline,Handline (offshore),Rainbow runner,34.0,0.0068293052400433
2023,3,5105075,Maldives,Line | Handline,Handline,Common dolphinfish,16.0,0.0177251513275671
2023,3,5107072,Maldives,Line | Handline,Handline (offshore),Common dolphinfish,32.0,0.0620845930913032
2023,3,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,17699.0,276.0
2023,3,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Whitecheek shark,17699.0,1.0
2023,3,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Spottail shark,17699.0,2.0
2023,3,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Silky shark,17699.0,4.0
2023,3,5110055,I. R. Iran,Gillnet,Gillnet (offshore),Milk shark,17699.0,6.0
2023,3,5207106,Indonesia,Line | Handline,Handline,Silky shark,44.0,0.004
2023,3,5209110,Indonesia,Line | Handline,Handline,Silky shark,37.0,0.201
2023,3,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,8694.0,22.0
2023,3,6120055,I. R. Iran,Gillnet,Gillnet,Milk shark,8694.0,1.0
2023,3,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,29856.0,225.0
2023,3,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,29856.0,1.0
2023,3,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,29856.0,5.0
2023,3,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,5582.0,1.0
2023,3,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,500.0,1.0
2023,3,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,229.0,1.0
2023,3,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,26661.0,2.0
2023,3,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,26661.0,1.0
2023,3,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,26661.0,2.0
2023,3,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,26661.0,5.0
2023,3,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,4758.0,1.0
2023,3,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,4758.0,2.0
2023,3,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,20867.0,44.0
2023,3,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,20867.0,1.0
2023,3,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,20867.0,4.0
2023,3,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,20867.0,10.0
2023,3,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,3656.0,1.0
2023,3,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,3656.0,6.0
2023,3,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,4923.0,23.0
2023,3,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,4923.0,1.0
2023,3,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,1162.0,1.0
2023,3,6205040,Comoros,Line | Coastal longline,Coastal longline,Blue shark,46250.0,0.07049
2023,3,6205040,Comoros,Line | Handline,Handline,Blue shark,16237.2442068357,1.36468
2023,3,6205040,Comoros,Line | Handline,Handline,Silky shark,16237.2442068357,0.61908
2023,3,6205040,Comoros,Line | Trolling,Troll line,Blue shark,59486.6191330294,0.11452
2023,3,6205040,Comoros,Line | Trolling,Troll line,Silky shark,59486.6191330294,0.78945
2023,4,5101073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,56.0,0.0620845930913032
2023,4,5101074,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,19.0,0.0217296075819561
2023,4,5104071,Maldives,Line | Handline,Handline,Common dolphinfish,4.0,0.0830691855561637
2023,4,5104073,Maldives,Line | Handline,Handline,Common dolphinfish,57.0,0.0448871608050122
2023,4,5104074,Maldives,Baitboat,Baitboat,Rainbow runner,44.0,0.162506422416486
2023,4,5107072,Maldives,Line | Handline,Handline (offshore),Common dolphinfish,44.0,0.392685051302493
2023,4,5115060,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,14389.0,495.0
2023,4,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,5910.0,45.0
2023,4,6120055,I. R. Iran,Gillnet,Gillnet,Milk shark,5910.0,1.0
2023,4,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,21412.0,452.0
2023,4,6120060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,21412.0,1.0
2023,4,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,21412.0,2.0
2023,4,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,21412.0,6.0
2023,4,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,6342.0,1.0
2023,4,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,370.0,1.0
2023,4,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,185.0,1.0
2023,4,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,20044.0,5.0
2023,4,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,20044.0,1.0
2023,4,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,20044.0,2.0
2023,4,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,20044.0,6.0
2023,4,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,4492.0,1.0
2023,4,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,4492.0,2.0
2023,4,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,13891.0,88.0
2023,4,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,13891.0,1.0
2023,4,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,13891.0,4.0
2023,4,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,13891.0,13.0
2023,4,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,3885.0,1.0
2023,4,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,3885.0,6.0
2023,4,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,3153.0,45.0
2023,4,6125060,I. R. Iran,Gillnet,Gillnet,Spottail shark,3153.0,1.0
2023,4,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,3153.0,2.0
2023,4,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,1247.0,1.0
2023,4,6205040,Comoros,Line | Handline,Handline,Blue shark,20197.3328439976,0.64127
2023,4,6205040,Comoros,Line | Trolling,Troll line,Silky shark,71466.566458607,1.85185
2023,4,6205040,Comoros,Line | Trolling,Troll line,Oceanic whitetip shark,71466.566458607,1.15002
2023,5,5100073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,367.0,0.010243957860065
2023,5,5101073,Maldives,Line | Handline,Handline (offshore),Rainbow runner,10.0,0.0578317984645489
2023,5,5101074,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,31.0,0.0108648037909781
2023,5,5105074,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,52.0,0.0093126889636954
2023,5,5105074,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,52.0,0.0155211482728258
2023,5,5106073,Maldives,Baitboat,Baitboat,Common dolphinfish,10.0,0.100887463773368
2023,5,5106073,Maldives,Baitboat,Baitboat,Dogtooth tuna,10.0,0.10088746377
2023,5,5106073,Maldives,Baitboat,Baitboat,Rainbow runner,10.0,0.0698451672277161
2023,5,5115060,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,1542.0,68.0
2023,5,5207106,Indonesia,Line | Handline,Handline,Blue shark,79.0,0.018
2023,5,5208107,Indonesia,Line | Handline,Handline,Blue shark,76.0,0.01
2023,5,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,4820.0,6.0
2023,5,6120055,I. R. Iran,Gillnet,Gillnet,Milk shark,4820.0,1.0
2023,5,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,14925.0,61.0
2023,5,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,14925.0,1.0
2023,5,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,14925.0,4.0
2023,5,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,1260.0,1.0
2023,5,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,729.0,1.0
2023,5,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,217.0,1.0
2023,5,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,27472.0,1.0
2023,5,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,27472.0,1.0
2023,5,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,27472.0,1.0
2023,5,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,27472.0,4.0
2023,5,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,4038.0,1.0
2023,5,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,4038.0,2.0
2023,5,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,13360.0,12.0
2023,5,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,13360.0,1.0
2023,5,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,13360.0,4.0
2023,5,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,13360.0,10.0
2023,5,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,1875.0,1.0
2023,5,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,1875.0,4.0
2023,5,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,2527.0,6.0
2023,5,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,2527.0,1.0
2023,5,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,407.0,1.0
2023,5,6205040,Comoros,Line | Coastal longline,Coastal longline,Blue shark,30075.673571194,0.17338
2023,5,6205040,Comoros,Line | Coastal longline,Coastal longline,Silky shark,30075.673571194,0.69829
2023,5,6205040,Comoros,Line | Handline,Handline,Silky shark,17302.1794880446,0.35349
2023,5,6205040,Comoros,Line | Trolling,Troll line,Blue shark,59169.6761679925,0.73441
2023,5,6205040,Comoros,Line | Trolling,Troll line,Silky shark,59169.6761679925,0.2278
2023,6,5100072,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,3.0,0.0372507558547819
2023,6,5104074,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,14.0,0.0093126889636954
2023,6,5105055,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,3437.0,139.0
2023,6,5105073,Maldives,Baitboat,Baitboat (offshore),Dogtooth tuna,38.0,0.015521148273
2023,6,5105073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,38.0,0.108648037909781
2023,6,5106073,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,2.0,0.0155211482728258
2023,6,5106073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,2.0,0.0698451672277161
2023,6,5207106,Indonesia,Line | Handline,Handline,Blue shark,173.0,0.01
2023,6,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,2398.0,14.0
2023,6,6120055,I. R. Iran,Gillnet,Gillnet,Milk shark,2398.0,1.0
2023,6,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,8324.0,140.0
2023,6,6120060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,8324.0,1.0
2023,6,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,8324.0,2.0
2023,6,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,8324.0,7.0
2023,6,6120060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,2155.0,1.0
2023,6,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,2155.0,2.0
2023,6,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,274.0,1.0
2023,6,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,230.0,1.0
2023,6,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,10429.0,1.0
2023,6,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,10429.0,1.0
2023,6,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,10429.0,2.0
2023,6,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,10429.0,7.0
2023,6,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,3527.0,1.0
2023,6,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,3527.0,3.0
2023,6,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,6385.0,27.0
2023,6,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,6385.0,2.0
2023,6,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,6385.0,6.0
2023,6,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,6385.0,18.0
2023,6,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,2581.0,1.0
2023,6,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,2581.0,6.0
2023,6,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,1312.0,14.0
2023,6,6125060,I. R. Iran,Gillnet,Gillnet,Spottail shark,1312.0,1.0
2023,6,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,1312.0,2.0
2023,6,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,542.0,1.0
2023,6,6205040,Comoros,Line | Coastal longline,Coastal longline,Blue shark,33292.5315006867,0.01774
2023,6,6205040,Comoros,Line | Trolling,Troll line,Blue shark,60669.1741021367,0.12943
2023,6,6205040,Comoros,Line | Trolling,Troll line,Silky shark,60669.1741021367,0.99402
2023,7,5100073,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,192.0,0.0046563444818477
2023,7,5102073,Maldives,Baitboat,Baitboat (offshore),Rainbow runner,75.0,0.0124169186182606
2023,7,5104074,Maldives,Line | Handline,Handline,Common dolphinfish,113.0,0.0416277196677188
2023,7,5104074,Maldives,Line | Handline,Handline (offshore),Common dolphinfish,160.0,0.0118271149838933
2023,7,5104075,Maldives,Line | Handline,Handline,Common dolphinfish,12.0,0.0124479609148063
2023,7,5105055,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,25515.0,336.0
2023,7,5105074,Maldives,Baitboat,Baitboat (offshore),Common dolphinfish,6.0,0.0372507558547819
2023,7,5208106,Indonesia,Line | Handline,Handline,Blue shark,26.0,0.293
2023,7,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,4659.0,18.0
2023,7,6120055,I. R. Iran,Gillnet,Gillnet,Milk shark,4659.0,1.0
2023,7,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,16665.0,192.0
2023,7,6120060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,16665.0,2.0
2023,7,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,16665.0,4.0
2023,7,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,16665.0,11.0
2023,7,6120060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,7311.0,1.0
2023,7,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,7311.0,3.0
2023,7,6125045,I. R. Iran,Gillnet,Gillnet,Spottail shark,403.0,1.0
2023,7,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,403.0,2.0
2023,7,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,276.0,2.0
