YEAR,MONTH,FISHING_GROUND_CODE,FLEET,FISHERY,GEAR,SPECIES,FISHING_DAYS,CATCH
2024,6,5101077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,59.0,17.7
2024,6,5101078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,59.0,0.5
2024,6,5101078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,59.0,4.5
2024,6,5101079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,40.0,0.5
2024,6,5101079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,40.0,0.3
2024,6,5101079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,1.9
2024,6,5101080,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,40.0,0.5
2024,6,5101080,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,40.0,0.3
2024,6,5101080,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,4.4
2024,6,5101083,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,20.0,0.3
2024,6,5101083,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,4.0
2024,6,5101084,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.5
2024,6,5101085,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.0
2024,6,5102077,Sri Lanka,Gillnet,Gillnet (offshore),Rough triggerfish,260.0,2.0
2024,6,5102077,Sri Lanka,Gillnet,Gillnet (offshore),Indian scad,260.0,6.0
2024,6,5102077,Sri Lanka,Gillnet,Gillnet (offshore),Shortfin mako,260.0,0.1
2024,6,5102077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,79.0,0.5
2024,6,5102077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,79.0,3.5
2024,6,5102078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,20.0,0.1
2024,6,5102078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.5
2024,6,5102079,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,65.0,0.1
2024,6,5102079,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,65.0,1.2
2024,6,5102079,Sri Lanka,Gillnet,Gillnet (offshore),Silky shark,65.0,3.5
2024,6,5102079,Sri Lanka,Gillnet,Gillnet (offshore),Great hammerhead,65.0,0.1
2024,6,5102079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,0.6
2024,6,5102080,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,22.0,0.1
2024,6,5103077,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,781.0,0.5
2024,6,5103077,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,781.0,1.2
2024,6,5103077,Sri Lanka,Gillnet,Gillnet (offshore),Silky shark,781.0,0.9
2024,6,5103077,Sri Lanka,Gillnet,Gillnet (offshore),Shortfin mako,781.0,0.1
2024,6,5103077,Sri Lanka,Gillnet,Gillnet (offshore),Great hammerhead,781.0,0.3
2024,6,5103077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,257.0,2.7
2024,6,5103077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,257.0,0.2
2024,6,5103077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,257.0,27.0
2024,6,5103078,Sri Lanka,Gillnet,Gillnet (offshore),Silky shark,391.0,0.1
2024,6,5103078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,2.0
2024,6,5104077,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,239.0,0.2
2024,6,5104077,Sri Lanka,Gillnet,Gillnet (offshore),Silky shark,239.0,0.3
2024,6,5104077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,79.0,0.9
2024,6,5104077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,79.0,0.2
2024,6,5104077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,79.0,8.0
2024,6,5107068,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.5
2024,6,5107069,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.0
2024,6,5108065,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,22.0,0.2
2024,6,5108068,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,4.0
2024,6,5109067,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,4.0
2024,6,5110065,I. R. Iran,Gillnet,Gillnet (offshore),Common dolphinfish,2994.0,147.0
2024,6,5111067,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,1.5
2024,6,5111068,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.5
2024,6,5200077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian mackerel,20.0,5.0
2024,6,5200078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,20.0,0.8
2024,6,5200078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,20.0,1.2
2024,6,5200078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,7.4
2024,6,5200079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,1.5
2024,6,5200082,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,6.0
2024,6,5200083,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,1.5
2024,6,5200085,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,30.0
2024,6,5200087,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,6.0
2024,6,5201077,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,43.0,1.5
2024,6,5201080,Sri Lanka,Gillnet,Gillnet (offshore),Indian scad,43.0,4.0
2024,6,5202063,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,87.0,0.1
2024,6,5202079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.8
2024,6,5203075,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,174.0,1.8
2024,6,5203075,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,174.0,0.4
2024,6,5203077,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,347.0,0.2
2024,6,5203078,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,391.0,0.1
2024,6,5204077,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,499.0,0.1
2024,6,5204077,Sri Lanka,Gillnet,Gillnet (offshore),Shortfin mako,499.0,0.1
2024,6,5204078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.5
2024,6,5204079,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,434.0,0.1
2024,6,5204079,Sri Lanka,Gillnet,Gillnet (offshore),Blue shark,434.0,0.3
2024,6,5204079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,4.0
2024,6,5205078,Sri Lanka,Gillnet,Gillnet (offshore),Indian scad,1042.0,5.0
2024,6,5205078,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,1042.0,1.1
2024,6,5205078,Sri Lanka,Gillnet,Gillnet (offshore),Great hammerhead,1042.0,0.1
2024,6,5205078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,40.0,0.5
2024,6,5205078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,15.5
2024,6,5205079,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,1302.0,1.4
2024,6,5205079,Sri Lanka,Gillnet,Gillnet (offshore),Great hammerhead,1302.0,0.2
2024,6,5205080,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,1194.0,2.4
2024,6,5205081,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,260.0,1.6
2024,6,5206079,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,65.0,1.4
2024,6,5206079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,0.5
2024,6,5206103,Indonesia,Line | Handline,Handline,Common dolphinfish,11.0,0.037
2024,6,5207102,Indonesia,Line | Handline,Handline,Common dolphinfish,8.0,0.51
2024,6,5207105,Indonesia,Line | Handline,Handline,Common dolphinfish,5.0,0.106
2024,6,5208100,Indonesia,Line | Handline,Handline,Common dolphinfish,8.0,0.307
2024,6,5208103,Indonesia,Line | Handline,Handline,Common dolphinfish,19.0,0.071
2024,6,5208105,Indonesia,Line | Handline,Handline,Common dolphinfish,1.0,0.135
2024,6,5208106,Indonesia,Line | Handline,Handline,Common dolphinfish,83.0,0.984
2024,6,5208108,Indonesia,Line | Handline,Handline,Common dolphinfish,165.0,0.413
2024,6,5208109,Indonesia,Line | Handline,Handline,Common dolphinfish,68.0,1.33
2024,6,5208111,Indonesia,Purse seine | LS,Small purse seine,Common dolphinfish,3.0,0.042
2024,6,5208112,Indonesia,Line | Handline,Handline,Common dolphinfish,6.0,0.4
2024,6,5209104,Indonesia,Line | Handline,Handline,Common dolphinfish,40.0,0.19
2024,6,5209106,Indonesia,Line | Handline,Handline,Common dolphinfish,2.0,0.3
2024,6,5209107,Indonesia,Line | Handline,Handline,Common dolphinfish,47.0,0.225
2024,6,5209107,Indonesia,Line | Handline,Handline,Blue shark,47.0,0.041
2024,6,5209111,Indonesia,Purse seine | LS,Small purse seine,Common dolphinfish,19.0,0.152
2024,6,5209112,Indonesia,Purse seine | LS,Small purse seine,Common dolphinfish,1.0,0.079
2024,6,5209117,Indonesia,Line | Handline,Handline,Common dolphinfish,8.0,0.2
2024,6,5210116,Indonesia,Line | Handline,Handline,Common dolphinfish,36.0,0.2
2024,6,5210119,Indonesia,Purse seine | LS,Purse seine,Common dolphinfish,33.0,3.9
2024,6,5210120,Indonesia,Purse seine | LS,Purse seine,Common dolphinfish,6.0,0.05
2024,6,5211118,Indonesia,Line | Handline,Handline,Common dolphinfish,13.0,0.4
2024,6,5212120,Indonesia,Line | Handline,Handline,Common dolphinfish,6.0,0.016
2024,6,5213121,Indonesia,Purse seine | LS,Purse seine,Common dolphinfish,9.0,0.39
2024,6,5214113,Indonesia,Purse seine | LS,Purse seine,Common dolphinfish,9.0,0.38
2024,6,5214117,Indonesia,Purse seine | LS,Purse seine,Common dolphinfish,3.0,0.1
2024,6,6100065,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,140.0,0.1
2024,6,6100075,Sri Lanka,Gillnet,Gillnet,Indian scad,2191.0,1.9
2024,6,6100075,Sri Lanka,Gillnet,Gillnet,Giant manta,2191.0,2.0
2024,6,6100075,Sri Lanka,Gillnet,Gillnet,Blue shark,2191.0,1.2
2024,6,6100075,Sri Lanka,Gillnet,Gillnet,Silky shark,2191.0,1.3
2024,6,6100075,Sri Lanka,Gillnet,Gillnet,Shortfin mako,2191.0,0.1
2024,6,6100075,Sri Lanka,Gillnet,Gillnet,Smooth hammerhead,2191.0,0.2
2024,6,6100075,Sri Lanka,Line | Coastal longline,Coastal longline,Shortfin mako,492.0,0.3
2024,6,6100075,Sri Lanka,Purse seine | Other,Ringnet,Rough triggerfish,5514.0,67.0
2024,6,6100075,Sri Lanka,Purse seine | Other,Ringnet,Common dolphinfish,5514.0,0.6
2024,6,6100075,Sri Lanka,Purse seine | Other,Ringnet,Indian mackerel,5514.0,33.2
2024,6,6100075,Sri Lanka,Purse seine | Other,Ringnet,Rainbow runner,5514.0,19.1
2024,6,6100075,Sri Lanka,Purse seine | Other,Ringnet,Indian scad,5514.0,903.4
2024,6,6100075,Sri Lanka,Purse seine | Other,Ringnet,Silky shark,5514.0,16.8
2024,6,6100075,Sri Lanka,Longline | Fresh,Longline (fresh),Giant manta,948.0,0.2
2024,6,6100075,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,948.0,2.3
2024,6,6100075,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,948.0,4.3
2024,6,6100075,Sri Lanka,Longline | Fresh,Longline (fresh),Great hammerhead,948.0,0.4
2024,6,6100080,Sri Lanka,Gillnet,Gillnet,Giant manta,323.0,0.3
2024,6,6100080,Sri Lanka,Gillnet,Gillnet,Blue shark,323.0,0.6
2024,6,6100080,Sri Lanka,Purse seine | Other,Ringnet,Rough triggerfish,5675.0,213.4
2024,6,6100080,Sri Lanka,Purse seine | Other,Ringnet,Indian mackerel,5675.0,11.3
2024,6,6100080,Sri Lanka,Purse seine | Other,Ringnet,Rainbow runner,5675.0,89.8
2024,6,6100080,Sri Lanka,Purse seine | Other,Ringnet,Indian scad,5675.0,1604.6
2024,6,6105060,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,105.0,0.3
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Common dolphinfish,6276.0,13.1
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Indian scad,6276.0,0.2
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Giant manta,6276.0,5.2
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Blue shark,6276.0,2.3
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Silky shark,6276.0,5.1
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Shortfin mako,6276.0,0.7
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Great hammerhead,6276.0,0.1
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Scalloped hammerhead,6276.0,0.1
2024,6,6105075,Sri Lanka,Gillnet,Gillnet,Smooth hammerhead,6276.0,0.1
2024,6,6105075,Sri Lanka,Line | Coastal longline,Coastal longline,Giant manta,1077.0,0.9
2024,6,6105075,Sri Lanka,Line | Coastal longline,Coastal longline,Blue shark,1077.0,0.3
2024,6,6105075,Sri Lanka,Line | Coastal longline,Coastal longline,Silky shark,1077.0,3.5
2024,6,6105075,Sri Lanka,Line | Coastal longline,Coastal longline,Great hammerhead,1077.0,0.2
2024,6,6105075,Sri Lanka,Line | Handline,Handline,Common dolphinfish,1921.0,0.9
2024,6,6105075,Sri Lanka,Other,Beach seine,Dorab wolf-herring,677.0,4.3
2024,6,6105075,Sri Lanka,Other,Beach seine,Needle cuttlefish,677.0,3.9
2024,6,6105075,Sri Lanka,Purse seine | Other,Ringnet,Rough triggerfish,3444.0,30.5
2024,6,6105075,Sri Lanka,Purse seine | Other,Ringnet,Common dolphinfish,3444.0,0.2
2024,6,6105075,Sri Lanka,Purse seine | Other,Ringnet,Indian mackerel,3444.0,21.7
2024,6,6105075,Sri Lanka,Purse seine | Other,Ringnet,Rainbow runner,3444.0,15.7
2024,6,6105075,Sri Lanka,Purse seine | Other,Ringnet,Indian scad,3444.0,398.3
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Common dolphinfish,7200.0,0.3
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Indian mackerel,7200.0,6.8
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Indian scad,7200.0,2.2
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Giant manta,7200.0,0.9
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Silky shark,7200.0,0.5
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Shortfin mako,7200.0,0.2
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Great hammerhead,7200.0,0.3
2024,6,6105080,Sri Lanka,Gillnet,Gillnet,Scalloped hammerhead,7200.0,0.3
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Bigeye scad,5264.0,2.0
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Indian scad,5264.0,0.1
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Blue shark,5264.0,3.8
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Silky shark,5264.0,12.6
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Great hammerhead,5264.0,0.6
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Scalloped hammerhead,5264.0,0.4
2024,6,6105080,Sri Lanka,Line | Coastal longline,Coastal longline,Smooth hammerhead,5264.0,2.2
2024,6,6105080,Sri Lanka,Line | Handline,Handline,Rainbow runner,499.0,0.1
2024,6,6105080,Sri Lanka,Other,Beach seine,Dorab wolf-herring,2728.0,1.9
2024,6,6105080,Sri Lanka,Other,Beach seine,Needle cuttlefish,2728.0,21.5
2024,6,6105080,Sri Lanka,Other,Beach seine,Indian mackerel,2728.0,175.8
2024,6,6105080,Sri Lanka,Purse seine | Other,Ringnet,Rough triggerfish,1509.0,46.0
2024,6,6105080,Sri Lanka,Purse seine | Other,Ringnet,Rainbow runner,1509.0,12.9
2024,6,6105080,Sri Lanka,Purse seine | Other,Ringnet,Indian scad,1509.0,216.6
2024,6,6105085,Sri Lanka,Purse seine | Other,Ringnet,Rough triggerfish,364.0,6.3
2024,6,6105085,Sri Lanka,Purse seine | Other,Ringnet,Indian mackerel,364.0,4.5
2024,6,6105085,Sri Lanka,Purse seine | Other,Ringnet,Rainbow runner,364.0,1.3
2024,6,6105085,Sri Lanka,Purse seine | Other,Ringnet,Indian scad,364.0,50.7
2024,6,6105085,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,105.0,2.5
2024,6,6105085,Sri Lanka,Longline | Fresh,Longline (fresh),Shortfin mako,105.0,0.1
2024,6,6110080,Sri Lanka,Line | Coastal longline,Coastal longline,Giant manta,312.0,0.2
2024,6,6110080,Sri Lanka,Line | Coastal longline,Coastal longline,Silky shark,312.0,0.8
2024,6,6110080,Sri Lanka,Purse seine | Other,Ringnet,Rough triggerfish,198.0,5.7
2024,6,6110080,Sri Lanka,Purse seine | Other,Ringnet,Rainbow runner,198.0,3.4
2024,6,6110080,Sri Lanka,Purse seine | Other,Ringnet,Indian scad,198.0,38.7
2024,6,6120055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,2313.0,3.3
2024,6,6120060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,10442.0,48.1
2024,6,6120060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,10442.0,4.0
2024,6,6120060,I. R. Iran,Gillnet,Gillnet,Spottail shark,10442.0,8.0
2024,6,6120060,I. R. Iran,Gillnet,Gillnet,Milk shark,10442.0,24.0
2024,6,6120060,I. R. Iran,Line | Trolling,Troll line,Common dolphinfish,1317.0,7.4
2024,6,6120060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,1317.0,1.3
2024,6,6120060,I. R. Iran,Line | Trolling,Troll line,Milk shark,1317.0,4.3
2024,6,6125045,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,228.0,0.1
2024,6,6125045,I. R. Iran,Gillnet,Gillnet,Spottail shark,228.0,0.1
2024,6,6125045,I. R. Iran,Gillnet,Gillnet,Milk shark,228.0,0.5
2024,6,6125045,I. R. Iran,Line | Trolling,Troll line,Spottail shark,102.0,0.1
2024,6,6125045,I. R. Iran,Line | Trolling,Troll line,Milk shark,102.0,0.5
2024,6,6125050,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,17043.0,1.4
2024,6,6125050,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,17043.0,0.3
2024,6,6125050,I. R. Iran,Gillnet,Gillnet,Spottail shark,17043.0,0.7
2024,6,6125050,I. R. Iran,Gillnet,Gillnet,Milk shark,17043.0,2.2
2024,6,6125050,I. R. Iran,Line | Trolling,Troll line,Common dolphinfish,4067.0,0.3
2024,6,6125050,I. R. Iran,Line | Trolling,Troll line,Spottail shark,4067.0,0.2
2024,6,6125050,I. R. Iran,Line | Trolling,Troll line,Milk shark,4067.0,0.6
2024,6,6125055,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,10339.0,6.8
2024,6,6125055,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,10339.0,1.2
2024,6,6125055,I. R. Iran,Gillnet,Gillnet,Spottail shark,10339.0,2.2
2024,6,6125055,I. R. Iran,Gillnet,Gillnet,Milk shark,10339.0,6.7
2024,6,6125055,I. R. Iran,Line | Trolling,Troll line,Common dolphinfish,2187.0,1.6
2024,6,6125055,I. R. Iran,Line | Trolling,Troll line,Spottail shark,2187.0,0.4
2024,6,6125055,I. R. Iran,Line | Trolling,Troll line,Milk shark,2187.0,1.8
2024,6,6125060,I. R. Iran,Gillnet,Gillnet,Common dolphinfish,922.0,4.5
2024,6,6125060,I. R. Iran,Gillnet,Gillnet,Whitecheek shark,922.0,0.2
2024,6,6125060,I. R. Iran,Gillnet,Gillnet,Spottail shark,922.0,0.4
2024,6,6125060,I. R. Iran,Gillnet,Gillnet,Milk shark,922.0,1.2
2024,6,6125060,I. R. Iran,Line | Coastal longline,Coastal longline,Common dolphinfish,115.846403598086,0.25
2024,6,6125060,I. R. Iran,Line | Trolling,Troll line,Common dolphinfish,248.0,1.1
2024,6,6125060,I. R. Iran,Line | Trolling,Troll line,Spottail shark,248.0,0.1
2024,6,6125060,I. R. Iran,Line | Trolling,Troll line,Milk shark,248.0,0.3
2024,6,6200035,Kenya,Gillnet,Gillnet,Common dolphinfish,12000.0,4.46333
2024,6,6200035,Kenya,Line | Coastal longline,Coastal longline,Common dolphinfish,1360.0,0.001
2024,6,6200035,Kenya,Line | Coastal longline,Coastal longline,Escolar,1360.0,0.0074
2024,6,6200035,Kenya,Line | Coastal longline,Coastal longline,Blue shark,1360.0,0.783
2024,6,6200035,Kenya,Line | Coastal longline,Coastal longline,Silky shark,1360.0,0.1852
2024,6,6200035,Kenya,Line | Coastal longline,Coastal longline,Shortfin mako,1360.0,0.0628
2024,6,6200035,Kenya,Line | Handline,Handline,Great barracuda,7750.0,36.38
2024,6,6200035,Kenya,Line | Trolling,Troll line,Great barracuda,1200.0,15.58
2024,6,6200040,Kenya,Gillnet,Gillnet,Common dolphinfish,12000.0,3.50667
2024,6,6200040,Kenya,Line | Coastal longline,Coastal longline,Common dolphinfish,1360.0,0.00067
2024,6,6200040,Kenya,Line | Coastal longline,Coastal longline,Escolar,1360.0,0.00493
2024,6,6200040,Kenya,Line | Coastal longline,Coastal longline,Blue shark,1360.0,0.522
2024,6,6200040,Kenya,Line | Coastal longline,Coastal longline,Silky shark,1360.0,0.12347
2024,6,6200040,Kenya,Line | Coastal longline,Coastal longline,Shortfin mako,1360.0,0.04187
2024,6,6200040,Kenya,Line | Handline,Handline,Great barracuda,7750.0,24.25333
2024,6,6200040,Kenya,Line | Trolling,Troll line,Great barracuda,1200.0,10.38667
2024,6,6200055,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,175.0,1.3
2024,6,6200055,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,175.0,0.1
2024,6,6200055,Sri Lanka,Longline | Fresh,Longline (fresh),Shortfin mako,175.0,0.4
2024,6,6200060,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,2633.0,0.4
2024,6,6200060,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,2633.0,0.4
2024,6,6200065,Sri Lanka,Longline | Fresh,Longline (fresh),Giant manta,6178.0,0.4
2024,6,6200065,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,6178.0,1.1
2024,6,6200065,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,6178.0,1.9
2024,6,6200065,Sri Lanka,Longline | Fresh,Longline (fresh),Shortfin mako,6178.0,0.1
2024,6,6200075,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,8600.0,0.6
2024,6,6200075,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,8600.0,0.1
2024,6,6200075,Sri Lanka,Longline | Fresh,Longline (fresh),Shortfin mako,8600.0,0.2
2024,6,6205040,Comoros,Line | Coastal longline,Coastal longline,Oceanic whitetip shark,23470.5893314619,0.72488
2024,6,6205040,Comoros,Line | Trolling,Troll line,Common dolphinfish,13772.9777395474,9.19801
2024,6,6205040,Comoros,Line | Trolling,Troll line,Silky shark,13772.9777395474,0.69625
2024,6,6205060,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,3967.0,1.8
2024,6,6205060,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,3967.0,2.0
2024,6,6205060,Sri Lanka,Longline | Fresh,Longline (fresh),Shortfin mako,3967.0,0.1
2024,6,6205065,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,3264.0,1.3
2024,6,6205065,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,3264.0,0.1
2024,6,6205065,Sri Lanka,Longline | Fresh,Longline (fresh),Shortfin mako,3264.0,0.3
2024,6,6205075,Sri Lanka,Longline | Fresh,Longline (fresh),Blue shark,11548.0,1.3
2024,6,6205075,Sri Lanka,Longline | Fresh,Longline (fresh),Silky shark,11548.0,1.0
2024,7,5100077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,40.0,0.6
2024,7,5100077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,40.0,2.4
2024,7,5100077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,5.5
2024,7,5100078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,79.0,10.5
2024,7,5100079,Sri Lanka,Gillnet,Gillnet (offshore),Giant manta,43.0,0.1
2024,7,5100079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,2.0
2024,7,5100080,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,79.0,0.6
2024,7,5100080,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,79.0,3.0
2024,7,5100080,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,79.0,21.7
2024,7,5100081,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,5.0
2024,7,5100082,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,5.0
2024,7,5100083,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,5.0
2024,7,5100086,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,2.0
2024,7,5100087,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,20.0,6.0
2024,7,5101077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,40.0,0.5
2024,7,5101077,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,5.5
2024,7,5101078,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,4.0
2024,7,5101079,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,2.0
2024,7,5101081,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,59.0,1.8
2024,7,5101081,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,59.0,2.2
2024,7,5101081,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,59.0,6.0
2024,7,5101082,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,40.0,2.4
2024,7,5101082,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,40.0,2.4
2024,7,5101082,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,40.0,4.4
2024,7,5101083,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,79.0,8.0
2024,7,5101084,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rough triggerfish,119.0,8.5
2024,7,5101084,Sri Lanka,Purse seine | Other,Ringnet (offshore),Rainbow runner,119.0,0.3
2024,7,5101084,Sri Lanka,Purse seine | Other,Ringnet (offshore),Indian scad,119.0,29.5
